StoneMazeFountain,-15491,-15483,18187,18195
StoneMazePathBig,-15506,-15498,18202,18210
StoneMazePath,-15497,-15495,18205,18207
StoneMazeFountain,-15506,-15498,18211,18219
StoneMazePathBig,-15497,-15489,18211,18219
StoneMazePath,-15494,-15492,18220,18222
StoneMazePathBig,-15491,-15483,18196,18204
StoneMazePath,-15485,-15483,18220,18222
StoneMazePathBig,-15482,-15474,18187,18195
StoneMazePath,-15494,-15492,18208,18210
StoneMazePath,-15473,-15471,18190,18192
StoneMazeEndChest,-15491,-15489,18220,18222
StoneMazePath,-15494,-15492,18199,18201
StoneMazePath,-15482,-15480,18220,18222
StoneMazePath,-15488,-15486,18205,18207
StoneMazePath,-15497,-15495,18208,18210
StoneMazeEndChest,-15491,-15489,18205,18207
StoneMazePath,-15479,-15477,18196,18198
StoneMazePath,-15479,-15477,18220,18222
StoneMazePath,-15503,-15501,18199,18201
StoneMazePath,-15488,-15486,18214,18216
StoneMazePath,-15479,-15477,18217,18219
StoneMazePathBig,-15479,-15471,18205,18213
StoneMazePath,-15476,-15474,18196,18198
StoneMazePath,-15494,-15492,18202,18204
StoneMazeEndChest,-15497,-15495,18202,18204
StoneMazePath,-15479,-15477,18199,18201
StoneMazePath,-15482,-15480,18217,18219
StoneMazePath,-15488,-15486,18208,18210
StoneMazePath,-15494,-15492,18205,18207
StoneMazePath,-15473,-15471,18187,18189
StoneMazePath,-15485,-15483,18205,18207
StoneMazePath,-15494,-15492,18196,18198
StoneMazeEndChest,-15473,-15471,18193,18195
StoneMazePath,-15485,-15483,18208,18210
StoneMazeEndChest,-15488,-15486,18211,18213
StoneMazePath,-15476,-15474,18199,18201
StoneMazePath,-15482,-15480,18205,18207
StoneMazePath,-15503,-15501,18220,18222
StoneMazePath,-15476,-15474,18202,18204
StoneMazePath,-15500,-15498,18199,18201
StoneMazePath,-15482,-15480,18208,18210
StoneMazePath,-15482,-15480,18202,18204
StoneMazePath,-15506,-15504,18220,18222
StoneMazePath,-15488,-15486,18217,18219
StoneMazeLitRoom,-15503,-15498,18193,18198
StoneMazeEndChest,-15506,-15504,18193,18195
StoneMazePath,-15485,-15483,18217,18219
StoneMazePath,-15497,-15495,18193,18195
StoneMazePath,-15479,-15477,18202,18204
StoneMazePath,-15482,-15480,18199,18201
StoneMazePath,-15497,-15495,18199,18201
StoneMazePath,-15494,-15492,18193,18195
StoneMazeEndChest,-15473,-15471,18202,18204
StoneMazePath,-15506,-15504,18196,18198
StoneMazePath,-15506,-15504,18199,18201
StoneMazePath,-15497,-15495,18196,18198
StoneMazePath,-15497,-15495,18190,18192
StoneMazeEndChest,-15482,-15480,18196,18198
StoneMazePath,-15497,-15495,18187,18189
StoneMazePath,-15503,-15501,18190,18192
StoneMazePath,-15506,-15504,18190,18192
StoneMazeEndChest,-15500,-15498,18220,18222
StoneMazePath,-15500,-15498,18190,18192
StoneMazePath,-15485,-15483,18214,18216
StoneMazeEndChest,-15503,-15501,18187,18189
StoneMazePath,-15494,-15492,18190,18192
StoneMazeEndChest,-15494,-15492,18187,18189
StoneMazePath,-15500,-15498,18187,18189
StoneMazePath,-15482,-15480,18214,18216
StoneMazeEndChest,-15479,-15477,18214,18216
StoneMaze,-15506,-15471,18187,18222
RLCraft_DecentZombie,-15539,-15539,18107,18107
RLCraft_UndergroundRuin2,-15544,-15537,18102,18112
DinosaurSkeleton,-15576,-15567,18175,18221
DesertWatchtower,-15619,-15609,18145,18155
UndergroundCrypt,-15677,-15663,18069,18097
RLCraft_4Towers,-15710,-15658,18262,18322
RLCraft_DecentZombie,-15830,-15830,18141,18141
RLCraft_UndergroundRuin2,-15835,-15828,18136,18146
SmallClockworkSite,-15875,-15856,18262,18284
