RLCraft_SmallUndergroundSkeleton,-12772,-12764,-15767,-15759
StoneIceBoulder2,-12679,-12670,-15780,-15771
P_VillageFarmhouse,-12656,-12644,-15770,-15758
StoneIceBoulder1,-12656,-12646,-15785,-15775
P_VillageInn,-12634,-12625,-15743,-15732
VillageTriplets,-12655,-12641,-15733,-15719
P_VillageLibrary,-12634,-12618,-15807,-15788
VillageGuardTower,-12634,-12622,-15760,-15748
VillageWoodMill,-12620,-12607,-15770,-15754
VillageForgeLarge,-12597,-12585,-15767,-15751
RLCraft_DecentSpider,-12548,-12548,-15862,-15862
RLCraft_UndergroundRuin2,-12553,-12543,-15864,-15857
PeacefulCrypt,-12446,-12430,-15871,-15847
WoodWallRemains,-12438,-12410,-15821,-15813
StoneMazeFountain,-12490,-12482,-15789,-15781
StoneMazePath,-12487,-12485,-15780,-15778
StoneMazePathBig,-12505,-12497,-15792,-15784
StoneMazePath,-12487,-12485,-15792,-15790
StoneMazePath,-12490,-12488,-15792,-15790
StoneMazePath,-12487,-12485,-15795,-15793
StoneMazePath,-12487,-12485,-15777,-15775
StoneMazePath,-12490,-12488,-15795,-15793
StoneMazePath,-12484,-12482,-15777,-15775
StoneMazePath,-12484,-12482,-15795,-15793
StoneMazePath,-12490,-12488,-15777,-15775
StoneMazePath,-12487,-12485,-15798,-15796
StoneMazeEndChest,-12484,-12482,-15798,-15796
StoneMazePath,-12484,-12482,-15780,-15778
StoneMazePath,-12502,-12500,-15783,-15781
StoneMazePath,-12502,-12500,-15780,-15778
StoneMazePath,-12490,-12488,-15798,-15796
StoneMazePath,-12496,-12494,-15789,-15787
StoneMazePath,-12499,-12497,-15780,-15778
StoneMazePath,-12499,-12497,-15783,-15781
StoneMazePath,-12493,-12491,-15795,-15793
StoneMazePath,-12496,-12494,-15783,-15781
StoneMazePath,-12484,-12482,-15792,-15790
StoneMazePath,-12493,-12491,-15798,-15796
StoneMazePath,-12493,-12491,-15777,-15775
StoneMazePath,-12496,-12494,-15786,-15784
StoneMazePath,-12496,-12494,-15795,-15793
StoneMazeEndChest,-12493,-12491,-15789,-15787
StoneMazePath,-12496,-12494,-15777,-15775
StoneMazePath,-12493,-12491,-15786,-15784
StoneMazePath,-12499,-12497,-15795,-15793
StoneMazePath,-12496,-12494,-15780,-15778
StoneMazePath,-12493,-12491,-15783,-15781
StoneMazePath,-12496,-12494,-15798,-15796
StoneMazePath,-12493,-12491,-15780,-15778
StoneMazePath,-12499,-12497,-15798,-15796
StoneMazePath,-12502,-12500,-15795,-15793
StoneMazeEndChest,-12505,-12503,-15795,-15793
StoneMazePath,-12490,-12488,-15780,-15778
StoneMazeSmall,-12505,-12482,-15798,-15775
