SmallOutpost,-11189,-11167,-12778,-12748
RLCraft_DecentZombie,-11094,-11094,-12697,-12697
RLCraft_UndergroundRuin3,-11100,-11092,-12702,-12694
StoneMazePath,-11100,-11098,-12673,-12671
StoneMazePath,-11100,-11098,-12676,-12674
StoneMazeFountain,-11097,-11089,-12679,-12671
StoneMazePath,-11082,-11080,-12691,-12689
StoneMazeSpiderRoom,-11088,-11083,-12679,-12674
StoneMazePath,-11094,-11092,-12670,-12668
StoneMazePath,-11085,-11083,-12691,-12689
StoneMazePath,-11079,-11077,-12691,-12689
StoneMazePath,-11094,-11092,-12667,-12665
StoneMazePath,-11088,-11086,-12691,-12689
StoneMazePath,-11088,-11086,-12688,-12686
StoneMazePath,-11085,-11083,-12688,-12686
StoneMazeEndChest,-11085,-11083,-12685,-12683
StoneMazeSpiderRoom,-11094,-11089,-12664,-12659
StoneMazeEndChest,-11100,-11098,-12679,-12677
StoneMazePath,-11091,-11089,-12670,-12668
StoneMazePath,-11079,-11077,-12658,-12656
StoneMazeEndChest,-11076,-11074,-12691,-12689
StoneMazePathBig,-11073,-11065,-12673,-12665
StoneMazeSpiderRoom,-11100,-11095,-12667,-12662
StoneMazePath,-11091,-11089,-12667,-12665
StoneMazePath,-11088,-11086,-12670,-12668
StoneMazePath,-11088,-11086,-12673,-12671
StoneMazePathBig,-11082,-11074,-12673,-12665
StoneMazePath,-11088,-11086,-12667,-12665
StoneMazePath,-11085,-11083,-12667,-12665
StoneMazeShootingRange,-11082,-11077,-12688,-12680
StoneMazeEndChest,-11085,-11083,-12670,-12668
StoneMazePath,-11076,-11074,-12688,-12686
StoneMazePath,-11088,-11086,-12685,-12683
StoneMazePath,-11073,-11071,-12688,-12686
StoneMazePath,-11073,-11071,-12691,-12689
StoneMazePath,-11070,-11068,-12691,-12689
StoneMazePath,-11079,-11077,-12676,-12674
StoneMazePath,-11088,-11086,-12682,-12680
StoneMazePath,-11070,-11068,-12676,-12674
StoneMazePath,-11085,-11083,-12664,-12662
StoneMazeEndChest,-11082,-11080,-12676,-12674
StoneMazePath,-11088,-11086,-12664,-12662
StoneMazeEndChest,-11085,-11083,-12673,-12671
StoneMazePath,-11085,-11083,-12661,-12659
StoneMazePath,-11070,-11068,-12688,-12686
StoneMazePath,-11070,-11068,-12685,-12683
StoneMazePath,-11073,-11071,-12685,-12683
StoneMazePath,-11088,-11086,-12661,-12659
StoneMazePath,-11073,-11071,-12682,-12680
StoneMazeEndChest,-11067,-11065,-12688,-12686
StoneMazePath,-11085,-11083,-12658,-12656
StoneMazePath,-11082,-11080,-12664,-12662
StoneMazePath,-11091,-11089,-12685,-12683
StoneMazePath,-11073,-11071,-12679,-12677
StoneMazePath,-11091,-11089,-12682,-12680
StoneMazeSpiderRoom,-11097,-11092,-12685,-12680
StoneMazeEndChest,-11076,-11074,-12682,-12680
StoneMazePath,-11073,-11071,-12676,-12674
StoneMazeEndChest,-11067,-11065,-12691,-12689
StoneMazePath,-11079,-11077,-12664,-12662
StoneMazePath,-11070,-11068,-12679,-12677
StoneMazePath,-11076,-11074,-12679,-12677
StoneMazePath,-11082,-11080,-12661,-12659
StoneMazePath,-11082,-11080,-12658,-12656
StoneMazePath,-11076,-11074,-12658,-12656
StoneMazePath,-11067,-11065,-12679,-12677
StoneMazePath,-11079,-11077,-12661,-12659
StoneMazePath,-11073,-11071,-12658,-12656
StoneMazePath,-11073,-11071,-12661,-12659
StoneMazePath,-11079,-11077,-12679,-12677
StoneMazePath,-11070,-11068,-12658,-12656
StoneMazePath,-11091,-11089,-12688,-12686
StoneMazeEndChest,-11082,-11080,-12679,-12677
StoneMazePath,-11070,-11068,-12661,-12659
StoneMazePath,-11076,-11074,-12661,-12659
StoneMazePath,-11091,-11089,-12691,-12689
StoneMazePath,-11070,-11068,-12664,-12662
StoneMazePath,-11067,-11065,-12658,-12656
StoneMazeEndChest,-11076,-11074,-12685,-12683
StoneMazePath,-11073,-11071,-12664,-12662
StoneMazePath,-11067,-11065,-12661,-12659
StoneMazePath,-11076,-11074,-12664,-12662
StoneMazePath,-11067,-11065,-12664,-12662
StoneMaze,-11100,-11065,-12691,-12656
RLCraft_DecentCaveSpider,-11224,-11224,-12661,-12661
RLCraft_UndergroundRuin2,-11229,-11219,-12666,-12659
IceThorn,-11208,-11193,-12552,-12526
RLCraft_SmallUndergroundSkeleton,-11137,-11129,-12503,-12495
IceThorn3,-11183,-11169,-12488,-12474
RLCraft_DecentSpider,-11223,-11223,-12447,-12447
RLCraft_UndergroundRuin2,-11228,-11218,-12452,-12445
