StonePlantBoulder,-9989,-9979,15887,15897
StonePlantMound3,-9882,-9873,15905,15916
StonePlantBoulder,-9898,-9888,15914,15924
StonePlantMound4,-9887,-9880,15928,15935
StonePlantMound2,-9977,-9965,15973,15986
StonePlantMound3,-10154,-10145,16051,16062
StonePlantBoulder,-10026,-10016,16177,16187
StonePlantMound4,-9929,-9922,16135,16142
StonePlantMound3,-9987,-9976,16248,16257
StonePlantMound3,-10166,-10155,16291,16300
RLCraft_4Towers,-10199,-10139,16251,16303
StonePlantMound1,-10132,-10126,16307,16313
StonePlantMound,-10100,-10095,16307,16312
StonePlantBoulder,-10142,-10132,16307,16317
StoneBoulder,-10226,-10217,16338,16347
StoneMazePath,-10213,-10211,16336,16338
StoneMazePath,-10201,-10199,16324,16326
StoneMazePath,-10213,-10211,16339,16341
StoneMazeLitRoom,-10210,-10205,16333,16338
StoneMazePath,-10213,-10211,16333,16335
StoneMazePath,-10213,-10211,16330,16332
StoneMazeShootingRange,-10204,-10196,16354,16359
StoneMazePathBig,-10201,-10193,16345,16353
StoneMazePath,-10210,-10208,16339,16341
StoneMazePathBig,-10186,-10178,16336,16344
StoneMazeLitRoom,-10204,-10199,16333,16338
StoneMazePath,-10198,-10196,16336,16338
StoneMazePath,-10204,-10202,16339,16341
StoneMazePath,-10207,-10205,16339,16341
StoneMazePath,-10201,-10199,16339,16341
StoneMazeEndChest,-10213,-10211,16342,16344
StoneMazePath,-10207,-10205,16330,16332
StoneMazeFountain,-10186,-10178,16345,16353
StoneMazePath,-10207,-10205,16327,16329
StoneMazePath,-10210,-10208,16342,16344
StoneMazePath,-10204,-10202,16342,16344
StoneMazePath,-10198,-10196,16342,16344
StoneMazePath,-10201,-10199,16342,16344
StoneMazePath,-10210,-10208,16327,16329
StoneMazePath,-10210,-10208,16324,16326
StoneMazePath,-10210,-10208,16330,16332
StoneMazePath,-10207,-10205,16324,16326
StoneMazePathBig,-10213,-10205,16345,16353
StoneMazePath,-10198,-10196,16324,16326
StoneMazePath,-10201,-10199,16330,16332
StoneMazePath,-10198,-10196,16339,16341
StoneMazePath,-10183,-10181,16333,16335
StoneMazePath,-10204,-10202,16324,16326
StoneMazePath,-10189,-10187,16348,16350
StoneMazePath,-10180,-10178,16333,16335
StoneMazePath,-10183,-10181,16354,16356
StoneMazePath,-10195,-10193,16342,16344
StoneMazePath,-10195,-10193,16336,16338
StoneMazeEndChest,-10183,-10181,16357,16359
StoneMazePath,-10213,-10211,16327,16329
StoneMazePath,-10198,-10196,16333,16335
StoneMazePath,-10180,-10178,16330,16332
StoneMazePath,-10192,-10190,16342,16344
StoneMazePath,-10204,-10202,16345,16347
StoneMazePath,-10198,-10196,16330,16332
StoneMazePath,-10189,-10187,16345,16347
StoneMazePath,-10195,-10193,16324,16326
StoneMazePath,-10195,-10193,16330,16332
StoneMazePath,-10189,-10187,16351,16353
StoneMazePath,-10183,-10181,16330,16332
StoneMazePath,-10204,-10202,16330,16332
StoneMazePath,-10189,-10187,16342,16344
StoneMazePath,-10186,-10184,16330,16332
StoneMazePath,-10198,-10196,16327,16329
StoneMazeEndChest,-10207,-10205,16342,16344
StoneMazePath,-10192,-10190,16339,16341
StoneMazePath,-10204,-10202,16327,16329
StoneMazePath,-10195,-10193,16327,16329
StoneMazePath,-10186,-10184,16354,16356
StoneMazeEndChest,-10180,-10178,16354,16356
StoneMazePath,-10195,-10193,16333,16335
StoneMazePath,-10213,-10211,16324,16326
StoneMazePath,-10192,-10190,16336,16338
StoneMazePath,-10189,-10187,16354,16356
StoneMazePath,-10192,-10190,16324,16326
StoneMazePath,-10192,-10190,16345,16347
StoneMazePath,-10192,-10190,16327,16329
StoneMazePath,-10189,-10187,16339,16341
StoneMazePath,-10192,-10190,16330,16332
StoneMazePath,-10189,-10187,16330,16332
StoneMazePath,-10192,-10190,16354,16356
StoneMazePath,-10192,-10190,16351,16353
StoneMazePath,-10189,-10187,16333,16335
StoneMazePath,-10192,-10190,16348,16350
StoneMazePath,-10204,-10202,16348,16350
StoneMazePath,-10204,-10202,16351,16353
StoneMazePath,-10189,-10187,16357,16359
StoneMazePath,-10186,-10184,16327,16329
StoneMazePath,-10189,-10187,16327,16329
StoneMazePath,-10201,-10199,16327,16329
StoneMazePath,-10192,-10190,16333,16335
StoneMazePath,-10210,-10208,16354,16356
StoneMazePath,-10186,-10184,16333,16335
StoneMazePath,-10195,-10193,16354,16356
StoneMazeEndChest,-10189,-10187,16324,16326
StoneMazePath,-10195,-10193,16357,16359
StoneMazePath,-10192,-10190,16357,16359
StoneMazePath,-10195,-10193,16339,16341
StoneMazeEndChest,-10189,-10187,16336,16338
StoneMazePath,-10186,-10184,16324,16326
StoneMazePath,-10183,-10181,16327,16329
StoneMazeEndChest,-10180,-10178,16327,16329
StoneMazePath,-10183,-10181,16324,16326
StoneMazeEndChest,-10180,-10178,16324,16326
StoneMazePath,-10210,-10208,16357,16359
StoneMazePath,-10213,-10211,16357,16359
StoneMazeEndChest,-10213,-10211,16354,16356
StoneMaze,-10213,-10178,16324,16359
StonePlantMound3,-10047,-10036,16357,16366
StonePlantMound4,-9960,-9953,16263,16270
DinosaurSkull,-9915,-9896,16106,16117
StonePlantBoulder,-9854,-9844,16005,16015
StonePlantBoulder,-9742,-9732,15937,15947
