RLCraft_SmallUndergroundSkeleton,-12614,-12606,-13435,-13427
PyramidMazeSpiderTurn,-12696,-12691,-13474,-13469
PyramidMazeStairTurn,-12699,-12694,-13480,-13475
PyramidMazePath,-12699,-12697,-13474,-13472
PyramidMazeStorage,-12693,-12688,-13483,-13478
PyramidMazePath,-12690,-12688,-13486,-13484
PyramidMazeSpiderTurn,-12687,-12682,-13480,-13475
PyramidMazePath,-12687,-12685,-13483,-13481
PyramidMazePath,-12699,-12697,-13471,-13469
PyramidMazePath,-12684,-12682,-13474,-13472
PyramidMazePath,-12687,-12685,-13474,-13472
PyramidMazePath,-12687,-12685,-13471,-13469
PyramidMazePath,-12702,-12700,-13471,-13469
PyramidMazeStairTurn,-12693,-12688,-13480,-13475
PyramidMazePath,-12687,-12685,-13486,-13484
PyramidMazePath,-12690,-12688,-13483,-13481
PyramidMazePath,-12690,-12688,-13477,-13475
PyramidMazePath,-12702,-12700,-13468,-13466
PyramidMazePath,-12696,-12694,-13486,-13484
PyramidMazePath,-12699,-12697,-13486,-13484
PyramidMazePath,-12687,-12685,-13468,-13466
PyramidMazePath,-12702,-12700,-13486,-13484
PyramidMazePath,-12690,-12688,-13468,-13466
PyramidMazePath,-12690,-12688,-13471,-13469
PyramidMazePath,-12693,-12691,-13474,-13472
PyramidMazePath,-12693,-12691,-13468,-13466
PyramidMazePath,-12702,-12700,-13483,-13481
PyramidMazePath,-12696,-12694,-13468,-13466
PyramidMazePath,-12696,-12694,-13474,-13472
PyramidMazePath,-12684,-12682,-13471,-13469
PyramidMazePath,-12690,-12688,-13474,-13472
PyramidMazePath,-12702,-12700,-13480,-13478
PyramidMazePath,-12696,-12694,-13477,-13475
PyramidMazePath,-12696,-12694,-13480,-13478
PyramidMazePath,-12699,-12697,-13468,-13466
PyramidMazePath,-12684,-12682,-13486,-13484
PyramidMazePath,-12687,-12685,-13483,-13481
PyramidMazePath,-12687,-12685,-13480,-13478
PyramidMazePath,-12687,-12685,-13477,-13475
PyramidMazePath,-12687,-12685,-13474,-13472
PyramidMazePath,-12687,-12685,-13471,-13469
SmallPyramid,-12708,-12676,-13496,-13460
ShrineSmallFire,-12758,-12748,-13669,-13659
