StonePlantMound1,-9748,-9742,12029,12035
StonePlantMound4,-9766,-9759,12041,12048
P_WizardTower,-9779,-9749,11974,12004
RLCraft_SmallUndergroundSkeleton,-9815,-9807,11934,11942
P_MayanTemple2,-9907,-9808,12157,12225
DinosaurSkeleton,-9933,-9924,12030,12076
StonePlantBoulder,-9932,-9922,12037,12047
ShrineSmallFire,-9920,-9910,12104,12114
StoneMazePathBig,-10041,-10033,12248,12256
StoneMazePathBig,-10014,-10006,12245,12253
StoneMazePathBig,-10032,-10024,12248,12256
StoneMazePath,-10038,-10036,12257,12259
StoneMazePath,-10011,-10009,12254,12256
StoneMazePathBig,-10032,-10024,12257,12265
StoneMazePath,-10017,-10015,12248,12250
StoneMazePath,-10020,-10018,12248,12250
StoneMazeEndChest,-10017,-10015,12251,12253
StoneMazeStudy,-10041,-10033,12233,12247
StoneMazeLitRoom,-10023,-10018,12242,12247
StoneMazePathBig,-10014,-10006,12236,12244
StoneMazePath,-10026,-10024,12242,12244
StoneMazePath,-10026,-10024,12245,12247
StoneMazePath,-10023,-10021,12251,12253
StoneMazePath,-10014,-10012,12254,12256
StoneMazePath,-10011,-10009,12257,12259
StoneMazePath,-10026,-10024,12239,12241
StoneMazeSpiderRoom,-10023,-10018,12257,12262
StoneMazePath,-10017,-10015,12254,12256
StoneMazePath,-10011,-10009,12260,12262
StoneMazePath,-10011,-10009,12263,12265
StoneMazePath,-10035,-10033,12260,12262
StoneMazePath,-10008,-10006,12260,12262
StoneMazePath,-10017,-10015,12239,12241
StoneMazeLitRoom,-10029,-10024,12233,12238
StoneMazePath,-10032,-10030,12236,12238
StoneMazePath,-10020,-10018,12239,12241
StoneMazePath,-10017,-10015,12236,12238
StoneMazePath,-10029,-10027,12242,12244
StoneMazePath,-10020,-10018,12236,12238
StoneMazePath,-10020,-10018,12251,12253
StoneMazePath,-10029,-10027,12239,12241
StoneMazePath,-10035,-10033,12263,12265
StoneMazeEndChest,-10023,-10021,12248,12250
StoneMazePath,-10014,-10012,12260,12262
StoneMazePath,-10026,-10024,12230,12232
StoneMazePath,-10017,-10015,12260,12262
StoneMazePath,-10032,-10030,12233,12235
StoneMazePath,-10029,-10027,12230,12232
StoneMazePath,-10032,-10030,12230,12232
StoneMazePath,-10023,-10021,12236,12238
StoneMazePath,-10020,-10018,12254,12256
StoneMazePath,-10032,-10030,12239,12241
StoneMazePath,-10023,-10021,12254,12256
StoneMazePath,-10023,-10021,12239,12241
StoneMazePath,-10014,-10012,12257,12259
StoneMazePath,-10017,-10015,12242,12244
StoneMazePath,-10017,-10015,12245,12247
StoneMazePath,-10017,-10015,12257,12259
StoneMazePath,-10023,-10021,12233,12235
StoneMazePath,-10035,-10033,12230,12232
StoneMazePath,-10038,-10036,12230,12232
StoneMazePath,-10032,-10030,12242,12244
StoneMazePath,-10029,-10027,12245,12247
StoneMazePath,-10020,-10018,12233,12235
StoneMazePath,-10020,-10018,12230,12232
StoneMazePath,-10035,-10033,12239,12241
StoneMazeEndChest,-10008,-10006,12263,12265
StoneMazePath,-10017,-10015,12230,12232
StoneMazePath,-10032,-10030,12245,12247
StoneMazePath,-10014,-10012,12230,12232
StoneMazePath,-10041,-10039,12230,12232
StoneMazePath,-10017,-10015,12233,12235
StoneMazePath,-10014,-10012,12233,12235
StoneMazeEndChest,-10014,-10012,12263,12265
StoneMazePath,-10011,-10009,12230,12232
StoneMazeEndChest,-10008,-10006,12230,12232
StoneMaze,-10041,-10006,12230,12265
BigClockworkSite,-10258,-10213,12221,12256
