StonePlantMound,-19495,-19490,18233,18238
StonePlantMound1,-19584,-19578,18408,18414
StonePlantMound1,-19689,-19683,18402,18408
WoodWallRemains,-19725,-19717,18251,18279
StoneIceBoulder2,-19604,-19595,18164,18173
RLCraft_BasicSpider,-19511,-19511,18200,18200
RLCraft_UndergroundRuin1,-19517,-19508,18194,18203
AbandonedWoodTower,-19562,-19532,18136,18172
StoneIceBoulder3,-19815,-19805,18151,18161
ShrineSmallAir,-19817,-19809,18336,18344
P_Tent,-19602,-19593,18128,18137
StoneIceBoulder1,-19629,-19619,18094,18104
DinosaurSkull,-19896,-19885,18004,18023
P_Tent,-19726,-19717,18048,18057
StoneIceBoulder,-19863,-19853,18176,18185
StoneIceBoulder2,-19863,-19854,18234,18243
StoneBoulder,-19602,-19593,17924,17933
SpiderPit,-19871,-19862,17965,17975
