PirateChest,-7595,-7591,-17736,-17732
RLCraft_DecentSkeleton,-7557,-7557,-17699,-17699
RLCraft_UndergroundRuin3,-7560,-7552,-17705,-17697
ShrineSmallEarth,-7444,-7432,-17706,-17694
ShrineSmallAir,-7473,-7465,-17649,-17641
StoneMazeShootingRange,-7546,-7538,-17520,-17515
StoneMazeStudy,-7546,-7538,-17538,-17524
StoneMazePath,-7546,-7544,-17523,-17521
StoneMazePath,-7546,-7544,-17532,-17530
StoneMazePath,-7549,-7547,-17532,-17530
StoneMazePath,-7549,-7547,-17523,-17521
StoneMazePath,-7552,-7550,-17532,-17530
StoneMazePath,-7555,-7553,-17532,-17530
StoneMazePath,-7552,-7550,-17529,-17527
StoneMazePath,-7552,-7550,-17526,-17524
StoneMazePath,-7552,-7550,-17523,-17521
StoneMazePath,-7555,-7553,-17529,-17527
StoneMazePath,-7555,-7553,-17526,-17524
StoneMazePath,-7555,-7553,-17523,-17521
StoneMazePath,-7552,-7550,-17535,-17533
StoneMazePath,-7552,-7550,-17538,-17536
StoneMazePath,-7549,-7547,-17529,-17527
StoneMazePath,-7555,-7553,-17535,-17533
StoneMazePath,-7555,-7553,-17538,-17536
StoneMazeEndChest,-7549,-7547,-17526,-17524
StoneMazePath,-7549,-7547,-17535,-17533
StoneMazePath,-7552,-7550,-17520,-17518
StoneMazeEndChest,-7549,-7547,-17538,-17536
StoneMazePath,-7555,-7553,-17520,-17518
StoneMazeEndChest,-7555,-7553,-17517,-17515
StoneMazeSmall,-7555,-7532,-17538,-17515
MesoMazePath,-7612,-7610,-17506,-17504
MesoMazeSpiderTurn,-7618,-7613,-17512,-17507
MesoMazePath,-7612,-7610,-17512,-17510
MesoMazeStairCorridor,-7618,-7616,-17506,-17501
MesoMazePath,-7609,-7607,-17512,-17510
MesoMazePath,-7615,-7613,-17506,-17504
MesoMazePath,-7615,-7613,-17503,-17501
MesoMazePath,-7618,-7616,-17500,-17498
MesoMazePath,-7621,-7619,-17500,-17498
MesoMazeCorridorCollapse,-7612,-7607,-17503,-17501
MesoMazePath,-7606,-7604,-17503,-17501
MesoMazeStorage,-7606,-7601,-17503,-17498
MesoMazeCorridorCollapse,-7606,-7604,-17509,-17504
MesoMazeStairCorridor,-7612,-7607,-17500,-17498
MesoMazeStorage,-7618,-7613,-17503,-17498
MesoMazePath,-7606,-7604,-17512,-17510
MesoMazePath,-7615,-7613,-17497,-17495
MesoMazePath,-7615,-7613,-17503,-17501
MesoMazePath,-7621,-7619,-17503,-17501
MesoMazePath,-7615,-7613,-17500,-17498
MesoMazePath,-7618,-7616,-17497,-17495
MesoMazeSpiderTurn,-7609,-7604,-17515,-17510
MesoMazePath,-7603,-7601,-17512,-17510
MesoMazePath,-7603,-7601,-17506,-17504
MesoMazeStairCorridor,-7609,-7607,-17509,-17504
MesoMazePath,-7621,-7619,-17506,-17504
MesoMazePath,-7603,-7601,-17515,-17513
MesoMazeStairTurn,-7624,-7619,-17500,-17495
MesoMazePath,-7603,-7601,-17509,-17507
