PeacefulCrypt,-10264,-10248,-14537,-14513
StonePlantMound4,-10254,-10247,-14407,-14400
WoodThornBig,-10283,-10270,-14576,-14563
StonePlantMound,-10301,-10296,-14557,-14552
StonePlantMound3,-10303,-10294,-14407,-14396
StoneBoulder,-10346,-10337,-14373,-14364
StonePlantMound2,-10374,-10361,-14484,-14472
P_WitchDungeon,-10387,-10353,-14467,-14450
ElvenPond,-10364,-10334,-14683,-14654
StonePlantMound,-10392,-10387,-14510,-14505
StonePlantMound,-10378,-10373,-14689,-14684
StoneLeafMound,-10421,-10414,-14672,-14663
StonePlantMound,-10422,-10417,-14562,-14557
StonePlantMound3,-10457,-10448,-14615,-14604
RLCraft_LargeUndergroundTown,-10478,-10341,-14685,-14572
StonePlantMound,-10439,-10434,-14498,-14493
StonePlantMound2,-10427,-10415,-14343,-14330
RLCraft_DecentSpider,-10378,-10378,-14345,-14345
RLCraft_UndergroundRuin3,-10384,-10376,-14348,-14340
StonePlantMound1,-10378,-10372,-14345,-14339
StonePlantMound3,-10456,-10445,-14522,-14513
StonePlantMound,-10477,-10472,-14421,-14416
StonePlantMound3,-10486,-10477,-14600,-14589
ElvenPond,-10510,-10481,-14524,-14494
StonePlantMound3,-10511,-10500,-14492,-14483
SmallWoodenCottage,-10536,-10528,-14347,-14336
StonePlantMound4,-10554,-10547,-14388,-14381
ChurchGraveyardRuins,-10576,-10529,-14392,-14349
StonePlantMound2,-10567,-10554,-14538,-14526
