RLCraft_DecentWitch,-11974,-11974,19029,19029
RLCraft_UndergroundRuin3,-11976,-11968,19024,19032
WoodWallRemains,-12035,-12027,18949,18977
StoneMazePathBig,-12157,-12149,19055,19063
StoneMazePathBig,-12157,-12149,19064,19072
StoneMazePath,-12142,-12140,19055,19057
StoneMazePath,-12160,-12158,19058,19060
StoneMazePath,-12163,-12161,19058,19060
StoneMazePath,-12163,-12161,19055,19057
StoneMazeEndChest,-12160,-12158,19055,19057
StoneMazeStudy,-12142,-12134,19049,19063
StoneMazePathBig,-12166,-12158,19046,19054
StoneMazePath,-12139,-12137,19046,19048
StoneMazeShootingRange,-12157,-12152,19043,19051
StoneMazePath,-12166,-12164,19058,19060
StoneMazeEndChest,-12166,-12164,19055,19057
StoneMazePath,-12139,-12137,19043,19045
StoneMazeFountain,-12136,-12128,19040,19048
StoneMazePath,-12166,-12164,19061,19063
StoneMazePath,-12139,-12137,19040,19042
StoneMazePath,-12151,-12149,19049,19051
StoneMazePath,-12148,-12146,19049,19051
StoneMazePath,-12142,-12140,19043,19045
StoneMazePath,-12142,-12140,19040,19042
StoneMazePath,-12139,-12137,19037,19039
StoneMazePath,-12142,-12140,19037,19039
StoneMazePath,-12145,-12143,19049,19051
StoneMazePath,-12133,-12131,19049,19051
StoneMazePath,-12142,-12140,19046,19048
StoneMazePath,-12145,-12143,19046,19048
StoneMazePath,-12145,-12143,19052,19054
StoneMazePath,-12151,-12149,19052,19054
StoneMazePath,-12151,-12149,19046,19048
StoneMazePath,-12142,-12140,19034,19036
StoneMazePath,-12148,-12146,19046,19048
StoneMazePath,-12145,-12143,19037,19039
StoneMazePath,-12145,-12143,19040,19042
StoneMazePath,-12139,-12137,19034,19036
StoneMazePath,-12154,-12152,19052,19054
StoneMazeEndChest,-12157,-12155,19052,19054
StoneMazePath,-12148,-12146,19052,19054
StoneMazePath,-12145,-12143,19043,19045
StoneMazePath,-12145,-12143,19034,19036
StoneMazePath,-12136,-12134,19034,19036
StoneMazePath,-12148,-12146,19037,19039
StoneMazePath,-12148,-12146,19040,19042
StoneMazePath,-12133,-12131,19034,19036
StoneMazePath,-12148,-12146,19034,19036
StoneMazePath,-12151,-12149,19040,19042
StoneMazeEndChest,-12154,-12152,19040,19042
StoneMazeEndChest,-12151,-12149,19037,19039
StoneMazePath,-12127,-12125,19043,19045
StoneMazeEndChest,-12151,-12149,19043,19045
StoneMazeEndChest,-12130,-12128,19034,19036
StoneMazePagoda,-12169,-12122,19034,19081
ThreeTowers,-12287,-12256,18975,19007
RLCraft_DecentSpider,-12231,-12231,19054,19054
RLCraft_UndergroundRuin3,-12233,-12225,19049,19057
